year,month,day,tmin,tmax,wind,rain
# Merlimau, Melaka; 2.253213 N, 102.451753 E; 1987/1/1 - 2008/12/31
1988,9,4,22.5,30.6,1.2,8.6
1988,9,5,22.9,27.8,1.4,19.2
1988,9,6,21.9,28.1,0.9,23.2
1988,9,7,22.8,30.9,1,0
1988,9,8,22.5,30.1,1.3,17
1988,9,9,23.8,31,1.2,0
1988,9,10,23,29.3,1.1,23.4
1988,9,11,23.2,29.6,1.1,0
1988,9,12,23.5,31.6,0.8,0
1988,9,13,22.3,32.8,1.1,0
1988,9,14,22.8,30.5,1.4,0
1988,9,15,21.8,30.6,1.1,0
1988,9,16,22.6,31.7,1.5,0
1988,9,17,24.1,31.6,1.1,33.9
1988,9,18,24.7,30.7,1.3,0
1988,9,19,23.4,33.3,1.2,0
1988,9,20,22.9,34.3,1.3,16.3
1988,9,21,23.4,29.4,1.5,13.3
1988,9,22,23.2,30.9,1.9,0
1988,9,23,23.4,27.7,1.3,24.9
1988,9,24,24.3,32.5,1.4,13
1988,9,25,24.1,31.1,1.6,0
1988,9,26,23.4,30,1.3,14.8
1988,9,27,24.2,28.5,1.2,43.5
1988,9,28,23.3,31.6,1.3,0
1988,9,29,22.9,31.3,1.1,0
1988,9,30,23.3,31,1.1,0
